domain,oaire_result_type,works
comparativemigrationstudies.springeropen.com,publication,3
cordis.europa.eu,publication,3
cs.au.dk,publication,3
csu-staging.pure.elsevier.com,publication,3
cvgmt.sns.it,publication,3
czasopisma.uni.lodz.pl,publication,3
datacat.liverpool.ac.uk,publication,3
dc.engconfintl.org,publication,3
dicom.cancerdata.org,publication,3
digital.kenyon.edu,publication,3
digitalcommons.fiu.edu,publication,3
digitalcommons.mtu.edu,publication,3
dimacs.rutgers.edu,publication,3
docs.lib.purdue.edu,publication,3
dora.dmu.ac.uk,publication,3
dr.iiserpune.ac.in,publication,3
dspace.azti.es,publication,3
dspace.nbuv.gov.ua,publication,3
dspace.nwu.ac.za,publication,3
dss.in.tum.de,publication,3
ecoevorxiv.org,publication,3
economicdynamics.org,publication,3
econtent.hogrefe.com,publication,3
ecs.confex.com,publication,3
edizionicafoscari.unive.it,publication,3
eldorado.tu-dortmund.de,publication,3
emvmsa1a.jouve-hdi.com,publication,3
en.bio-protocol.org,publication,3
encrypto.de,publication,3
eneuro.sfn.org,publication,3
engineering.ckcest.cn,publication,3
eprints.hud.ac.uk,publication,3
eprints.lib.hokudai.ac.jp,publication,3
epubs.stfc.ac.uk,publication,3
espace.library.curtin.edu.au,publication,3
faculty.chicagobooth.edu,publication,3
farfar.pharmacy.bg.ac.rs,publication,3
fox.leuphana.de,publication,3
frontiersinzoology.biomedcentral.com,publication,3
geb.uni-giessen.de,publication,3
genus.springeropen.com,publication,3
github.com,publication,3
gredos.usal.es,publication,3
hal-agroparistech.archives-ouvertes.fr,publication,3
hal-emse.ccsd.cnrs.fr,publication,3
hal-ensta.archives-ouvertes.fr,publication,3
hal-meteofrance.archives-ouvertes.fr,publication,3
hal-paris1.archives-ouvertes.fr,publication,3
hal-pjse.archives-ouvertes.fr,publication,3
hal-riip.archives-ouvertes.fr,publication,3
hal-univ-artois.archives-ouvertes.fr,publication,3
hal-univ-diderot.archives-ouvertes.fr,publication,3
hal-univ-paris13.archives-ouvertes.fr,publication,3
hal.univ-rennes2.fr,publication,3
hal.univ-smb.fr,publication,3
hal.utc.fr,publication,3
helvia.uco.es,publication,3
hsrc.himmelfarb.gwu.edu,publication,3
iai.asm.org,publication,3
ink.library.smu.edu.sg,publication,3
ir.canterbury.ac.nz,publication,3
ir.library.louisville.edu,publication,3
irf.fhnw.ch,publication,3
iris.luiss.it,publication,3
iris.unisannio.it,publication,3
jama.jamanetwork.com,publication,3
jb.asm.org,publication,3
jeccr.biomedcentral.com,publication,3
jes.ecsdl.org,publication,3
jgv.microbiologyresearch.org,publication,3
jlb.onlinelibrary.wiley.com,publication,3
journals.jps.jp,publication,3
journals.rcni.com,publication,3
kew.iro.bl.uk,publication,3
krimdok.uni-tuebingen.de,publication,3
kspjournals.org,publication,3
learnmem.cshlp.org,publication,3
libir.pmo.ac.cn,publication,3
library.nuigalway.ie,publication,3
libuwspaceprd02.uwaterloo.ca,publication,3
liebertpub.com,publication,3
lmcs.episciences.org,publication,3
lss.fnal.gov,publication,3
m.riunet.upv.es,publication,3
mail.aimsciences.org,publication,3
manipal.pure.elsevier.com,publication,3
medievalworlds.net,publication,3
memsic.ccsd.cnrs.fr,publication,3
mic.microbiologyresearch.org,publication,3
mnras.oxfordjournals.org,publication,3
mnrasl.oxfordjournals.org,publication,3
neurophotonics.spiedigitallibrary.org,publication,3
ng.neurology.org,publication,3
npub.ltlogo.top,publication,3
oak.novartis.com,publication,3
observatorio.fm.usp.br,publication,3
ojs.aaai.org,publication,3
openaccess.inaf.it,publication,3
openaccess.sruc.ac.uk,publication,3
opendocs.ids.ac.uk,publication,3
openresearchsoftware.metajnl.com,publication,3
people.cs.aau.dk,publication,3
physics.aps.org,publication,3
poetcommons.whittier.edu,publication,3
proa.ua.pt,publication,3
protocolexchange.researchsquare.com,publication,3
publications.tno.nl,publication,3
purl.org,publication,3
qeconomics.org,publication,3
qims.amegroups.com,publication,3
qspace.qu.edu.qa,publication,3
rebus.us.edu.pl,publication,3
repec.iza.org,publication,3
repositorio.ipen.br,publication,3
repositorio.ufrn.br,publication,3
repositorio.una.ac.cr,publication,3
repository.cimmyt.org,publication,3
repository.ias.ac.in,publication,3
repository.medri.uniri.hr,publication,3
repository.si.edu,publication,3
research.edgehill.ac.uk,publication,3
research.usc.edu.au,publication,3
researchers.cdu.edu.au,publication,3
researchonline.gcu.ac.uk,publication,3
retrovirology.biomedcentral.com,publication,3
revistas.ucm.es,publication,3
revistas.uned.es,publication,3
rgs-ibg.onlinelibrary.wiley.com,publication,3
rnajournal.cshlp.org,publication,3
rsbl.royalsocietypublishing.org,publication,3
sam.ensam.eu,publication,3
scholar.princeton.edu,publication,3
scholars.lib.ntu.edu.tw,publication,3
sci.amegroups.com,publication,3
sciprofiles.com,publication,3
setac.onlinelibrary.wiley.com,publication,3
smai-jcm.centre-mersenne.org,publication,3
sticerd.lse.ac.uk,publication,3
stroke.ahajournals.org,publication,3
theoryandpractice.citizenscienceassociation.org,publication,3
tore.tuhh.de,publication,3
transactions.ismir.net,publication,3
ujp.bitp.kiev.ua,publication,3
vimeo.com,publication,3
webusers.imj-prg.fr,publication,3
westminsterresearch.wmin.ac.uk,publication,3
www.ac.tuwien.ac.at,publication,3
www.ajnr.org,publication,3
www.authorea.com,publication,3
www.barcelonagse.eu,publication,3
www.biochemj.org,publication,3
www.biochemsoctrans.org,publication,3
www.biologicalpsychiatryjournal.com,publication,3
www.biomedcentral.com,publication,3
www.bioscirep.org,publication,3
www.brainstimjrnl.com,publication,3
www.brepolsonline.net,publication,3
www.cesifo.org,publication,3
www.cirst.uqam.ca,publication,3
www.clinicalmicrobiologyandinfection.com,publication,3
www.dlib.si,publication,3
www.dpi-proceedings.com,publication,3
www.dur.ac.uk,publication,3
www.earth-surf-dynam-discuss.net,publication,3
www.earth-surf-dynam.net,publication,3
www.econ.upf.edu,publication,3
www.endocrine-abstracts.org,publication,3
www.etoponline.com,publication,3
www.eurosurveillance.org,publication,3
www.fs.usda.gov,publication,3
www.hanser-elibrary.com,publication,3
www.hbs.edu,publication,3
www.ideals.illinois.edu,publication,3
www.ieee-security.org,publication,3
www.igi-global.com,publication,3
www.inf.fu-berlin.de,publication,3
www.ing.unitn.it,publication,3
www.jlr.org,publication,3
www.journal-labphon.org,publication,3
www.journals.cambridge.org,publication,3
www.journals.polon.uw.edu.pl,publication,3
www.leibnizopen.de,publication,3
www.magn-reson.net,publication,3
www.migrationinstitute.org,publication,3
www.nature.webvpn.ustc.edu.cn,publication,3
www.nds.ox.ac.uk,publication,3
www.nomos-elibrary.de,publication,3
www.openaccessrepository.it,publication,3
www.openbioarc.org,publication,3
www.philarchive.org,publication,3
www.photoniques.com,publication,3
www.scielo.org.za,publication,3
www.scitepress.org,publication,3
www.silvafennica.fi,publication,3
www.sjdr.se,publication,3
www.springer.com,publication,3
www.triple-c.at,publication,3
www.uclouvain.be,publication,3
www.utpjournals.press,publication,3
www.uwspace.uwaterloo.ca,publication,3
zslpublications.onlinelibrary.wiley.com,publication,3
0-bmchealthservres-biomedcentral-com.brum.beds.ac.uk,publication,2
0-bmcpsychiatry-biomedcentral-com.brum.beds.ac.uk,publication,2
0-retrovirology-biomedcentral-com.brum.beds.ac.uk,publication,2
158.42.250.182,publication,2
209.197.108.139,publication,2
aapt.scitation.org,publication,2
adrianmeule.files.wordpress.com,publication,2
agris.fao.org,publication,2
aiide.org,publication,2
airus.unisalento.it,publication,2
ajcn.nutrition.org,publication,2
ajp.psychiatryonline.org.psychiatryonline.org,publication,2
altmetrics.ceek.jp,publication,2
amses-journal.springeropen.com,publication,2
anet.be,publication,2
annafeit.de,publication,2
api.research-repository.uwa.edu.au,publication,2
app-eu.readspeaker.com,publication,2
appliednetsci.springeropen.com,publication,2
archive.kaust.edu.sa,publication,2
archive.nyu.edu,publication,2
arno.uvt.nl,publication,2
audition.ens.fr,publication,2
aura-test.abdn.ac.uk,publication,2
avesis.acibadem.edu.tr,publication,2
avesis.cu.edu.tr,publication,2
basictranslational.onlinejacc.org,publication,2
bib.oxfordjournals.org,publication,2
biblio.telecom-paristech.fr,publication,2
biomedical-engineering-online.biomedcentral.com,publication,2
blog.iese.edu,publication,2
bmccardiovascdisord.biomedcentral.com,publication,2
bmcgenet.biomedcentral.com,publication,2
bmcgeriatr.biomedcentral.com,publication,2
bmcmedgenet.biomedcentral.com,publication,2
bmcmedgenomics.biomedcentral.com,publication,2
bmcmicrobiol.biomedcentral.com,publication,2
bmcmusculoskeletdisord.biomedcentral.com,publication,2
bradscholars.brad.ac.uk,publication,2
brain.oxfordjournals.org,publication,2
breast-cancer-research.biomedcentral.com,publication,2
bsppjournals.onlinelibrary.wiley.com,publication,2
cat.inist.fr,publication,2
cdsweb.cern.ch,publication,2
ceur-ws.org,publication,2
cgspace.cgiar.org,publication,2
cherry.chem.bg.ac.rs,publication,2
cirst2.openum.ca,publication,2
cl-informatik.uibk.ac.at,publication,2
cml.centre-mersenne.org,publication,2
cognitiveresearchjournal.springeropen.com,publication,2
comptes-rendus.academie-sciences.fr,publication,2
content.wkhealth.com,publication,2
create.canterbury.ac.uk,publication,2
crei.cat,publication,2
creighton.pure.elsevier.com,publication,2
cs.stanford.edu,publication,2
cshprotocols.cshlp.org,publication,2
cvlab-dresden.de,publication,2
d-nb.info,publication,2
dblp.org,publication,2
dehesa.unex.es,publication,2
digitalarchive.worldfishcenter.org,publication,2
digitalcollection.zhaw.ch,publication,2
digitalcommons.calpoly.edu,publication,2
digitalcommons.library.umaine.edu,publication,2
digitalcommons.lsu.edu,publication,2
digitalcommons.tacoma.uw.edu,publication,2
digitalcommons.uri.edu,publication,2
digre.pmf.unizg.hr,publication,2
dl.gi.de,publication,2
doc.cern.ch,publication,2
documents.banquemondiale.org,publication,2
documents.shihang.org,publication,2
documents.vsemirnyjbank.org,publication,2
doras.dcu.ie,publication,2
dryad.figshare.com,publication,2
dsp.tecnalia.com,publication,2
dspace.uib.es,publication,2
dspace.uni.lodz.pl,publication,2
dspace.vutbr.cz,publication,2
earthobservatory.sg,publication,2
ebooks.iospress.nl,publication,2
ec.bioscientifica.com,publication,2
ec.europa.eu,publication,2
eccv2018.org,publication,2
econ.as.nyu.edu,publication,2
econ.biu.ac.il,publication,2
econ.geo.uu.nl,publication,2
economics.mit.edu,publication,2
edit.elte.hu,publication,2
ehjournal.biomedcentral.com,publication,2
eje.bioscientifica.com,publication,2
ejournals.epublishing.ekt.gr,publication,2
electronicimaging.spiedigitallibrary.org,publication,2
elib.sfu-kras.ru,publication,2
elib.suub.uni-bremen.de,publication,2
eprints.icrisat.ac.in,publication,2
eprints.imtlucca.it,publication,2
eprints.mums.ac.ir,publication,2
eprints.utm.my,publication,2
eprints.victorchang.edu.au,publication,2
epubs.aims.gov.au,publication,2
era.ed.ac.uk,publication,2
era.library.ualberta.ca,publication,2
espace.inrs.ca,publication,2
espace2.etsmtl.ca,publication,2
extra.shu.ac.uk,publication,2
facultyopinions.com,publication,2
firstmonday.org,publication,2
folk.uio.no,publication,2
fupress.com,publication,2
genomea.asm.org,publication,2
gi.copernicus.org,publication,2
graphics.stanford.edu,publication,2
growkudos.com,publication,2
gun-violence.psychiatryonline.org,publication,2
hal-agrocampus-ouest.archives-ouvertes.fr,publication,2
hal-brgm.archives-ouvertes.fr,publication,2
hal-cnam.archives-ouvertes.fr,publication,2
hal-ephe.archives-ouvertes.fr,publication,2
hal-espci.archives-ouvertes.fr,publication,2
hal-ifp.archives-ouvertes.fr,publication,2
hal-imt.archives-ouvertes.fr,publication,2
hal-mnhn.archives-ouvertes.fr,publication,2
hal-onera.archives-ouvertes.fr,publication,2
hal-sfo.ccsd.cnrs.fr,publication,2
hal-univ-avignon.archives-ouvertes.fr,publication,2
hal-univ-evry.archives-ouvertes.fr,publication,2
hal-univ-orleans.archives-ouvertes.fr,publication,2
hal-univ-paris8.archives-ouvertes.fr,publication,2
hal-univ-tours.archives-ouvertes.fr,publication,2
hal-upec-mlv.archives-ouvertes.fr,publication,2
hal.ird.fr,publication,2
hal.univ-reims.fr,publication,2
handle.westernsydney.edu.au,publication,2
hau.repository.guildhe.ac.uk,publication,2
hbsn.amegroups.com,publication,2
heartfailure.onlinejacc.org,publication,2
hekyll.services.adelaide.edu.au,publication,2
hepnp.ihep.ac.cn,publication,2
heritagesciencejournal.springeropen.com,publication,2
hermes-ir.lib.hit-u.ac.jp,publication,2
hmg.oxfordjournals.org,publication,2
homepages.laas.fr,publication,2
homepages.warwick.ac.uk,publication,2
hpo.sagepub.com,publication,2
humanistica.be,publication,2
humgenomics.biomedcentral.com,publication,2
hvlopen.brage.unit.no,publication,2
hw.oeaw.ac.at,publication,2
hydra.hull.ac.uk,publication,2
hyper.ahajournals.org,publication,2
iahr.tandfonline.com,publication,2
iast.fr,publication,2
id.erudit.org,publication,2
ijbnpa.biomedcentral.com,publication,2
infosciences.epfl.ch,publication,2
ir.library.oregonstate.edu,publication,2
iris.inrim.it,publication,2
iris.unimol.it,publication,2
istina.fnkcrr.ru,publication,2
jcom.sissa.it,publication,2
jgp.rupress.org,publication,2
jhaponline.org,publication,2
joe.bioscientifica.com,publication,2
journal.sjdm.org,publication,2
journals.uio.no,publication,2
jtnb.centre-mersenne.org,publication,2
jxb.oxfordjournals.org,publication,2
laneas.com,publication,2
library.cirm-math.fr,publication,2
links.lww.com,publication,2
liser.elsevierpure.com,publication,2
merlino.unimo.it,publication,2
mhealth.jmir.org,publication,2
mi.mathnet.ru,publication,2
middleeast.thelancet.com,publication,2
mla.hcommons.org,publication,2
mmbr.asm.org,publication,2
molecularautism.biomedcentral.com,publication,2
molecularneurodegeneration.biomedcentral.com,publication,2
movementecologyjournal.biomedcentral.com,publication,2
mp.ucpress.edu,publication,2
nano.tu-dresden.de,publication,2
nclr.ucpress.edu,publication,2
nemertes.lis.upatras.gr,publication,2
nibio.brage.unit.no,publication,2
nmbu.brage.unit.no,publication,2
norceresearch.brage.unit.no,publication,2
norma.ncirl.ie,publication,2
nova.newcastle.edu.au,publication,2
npg.copernicus.org,publication,2
nrid.nii.ac.jp,publication,2
nyu-staging.pure.elsevier.com,publication,2
oa.uni-regensburg.de,publication,2
oem.bmj.com,publication,2
ojrd.biomedcentral.com,publication,2
ojs.unica.it,publication,2
ojs.uv.es,publication,2
okina.univ-angers.fr,publication,2
oops.uni-oldenburg.de,publication,2
open-repository.kisti.re.kr,publication,2
openlibrary.telkomuniversity.ac.id,publication,2
openres.ersjournals.com,publication,2
openscholarship.wustl.edu,publication,2
ophen.org,publication,2
orgsyn.org,publication,2
oru.diva-portal.org,publication,2
oxfordhealth-nhs.archive.knowledgearc.net,publication,2
papers.nips.cc,publication,2
papiro.unizar.es,publication,2
papyrus.bib.umontreal.ca,publication,2
particle.astro.ru.nl,publication,2
pastel.archives-ouvertes.fr,publication,2
pastoralismjournal.springeropen.com,publication,2
pediatrics.aappublications.org,publication,2
people.csail.mit.edu,publication,2
people.maths.ox.ac.uk,publication,2
periodicos.unifesp.br,publication,2
periodicos.uniso.br,publication,2
pharmrev.aspetjournals.org,publication,2
physrev.physiology.org,publication,2
popl18.sigplan.org,publication,2
preview-www.nature.com,publication,2
proceedings.asmedigitalcollection.asme.org,publication,2
programming-journal.org,publication,2
psr.sagepub.com,publication,2
publik.tuwien.ac.at,publication,2
pure.hva.nl,publication,2
pure.roehampton.ac.uk,publication,2
pure.strath.ac.uk,publication,2
pureapps2.hw.ac.uk,publication,2
purews.inbo.be,publication,2
purl.tuc.gr,publication,2
ray.yorksj.ac.uk,publication,2
rde.dspace-express.com,publication,2
rdw.rowan.edu,publication,2
recyt.fecyt.es,publication,2
rep.bioscientifica.com,publication,2
repec.dems.unimib.it,publication,2
repo.lib.semmelweis.hu,publication,2
repositori.udl.cat,publication,2
repositories.lib.utexas.edu,publication,2
repositorio.aemet.es,publication,2
repositorio.bde.es,publication,2
repositorio.ikiam.edu.ec,publication,2
repositorio.insa.pt,publication,2
repository.asu.edu,publication,2
repository.canterbury.ac.uk,publication,2
repository.cardiffmet.ac.uk,publication,2
repository.eduhk.hk,publication,2
repository.uel.ac.uk,publication,2
repository.upenn.edu,publication,2
repozitar.cz,publication,2
repozytorium.umk.pl,publication,2
research.google.com,publication,2
research.ou.nl,publication,2
researcharchive.lincoln.ac.nz,publication,2
researchdata.bath.ac.uk,dataset,2
researchdata.reading.ac.uk,publication,2
researchportal.amu.edu.pl,publication,2
researchrepository.wvu.edu,publication,2
researchwith.montclair.edu,publication,2
rgu-repository.worktribe.com,publication,2
ricerca.unistrapg.it,publication,2
riojournal.com,publication,2
riuma.uma.es,publication,2
rivista.museoegizio.it,publication,2
rsaiconnect.onlinelibrary.wiley.com,publication,2
ruidera.uclm.es,publication,2
s3.cern.ch,publication,2
scholarexchange.furman.edu,publication,2
scholars.huji.ac.il,publication,2
scholars.ttu.edu,publication,2
scholarworks.iupui.edu,publication,2
scholarworks.smith.edu,publication,2
scholarworks.umt.edu,publication,2
scholarworks.unr.edu,publication,2
scielo.conicyt.cl,publication,2
scientiasalut.gencat.cat,publication,2
semprag.org,publication,2
smile.stomf.bg.ac.rs,publication,2
soar.wichita.edu,publication,2
sociologica.unibo.it,publication,2
sociologicalscience.com,publication,2
soil.copernicus.org,publication,2
sor.scitation.org,publication,2
spssi.onlinelibrary.wiley.com,publication,2
srg.doc.ic.ac.uk,publication,2
tampub.uta.fi,publication,2
taurus.unicamp.br,publication,2
tcr.amegroups.com,publication,2
thejns.org,publication,2
thorax.bmj.com,publication,2
tijdschriften.boombestuurskunde.nl,publication,2
tmu.pure.elsevier.com,publication,2
touroscholar.touro.edu,publication,2
transcript.degruyter.com,publication,2
trialsjournal.biomedcentral.com,publication,2
triple-c.at,publication,2
trs.jpl.nasa.gov,publication,2
tsapps.nist.gov,publication,2
tsukuba.repo.nii.ac.jp,publication,2
twentysix.fibreculturejournal.org,publication,2
ub-madoc.bib.uni-mannheim.de,publication,2
ufn.ru,publication,2
ugspace.ug.edu.gh,publication,2
uis.brage.unit.no,publication,2
ulster-staging.pure.elsevier.com,publication,2
unab.pure.elsevier.com,publication,2
web.njit.edu,publication,2
www-bcf.usc.edu,publication,2
www-timc.imag.fr,publication,2
www.aamas-conference.org,publication,2
www.aaojournal.org,publication,2
www.advancesincombinatorics.com,publication,2
www.airitilibrary.com,publication,2
www.ajsonline.org,publication,2
www.ajtmh.org,publication,2
www.altex.org,publication,2
www.anthroencyclopedia.com,publication,2
www.app.pan.pl,publication,2
www.asmscience.org,publication,2
www.astroscu.unam.mx,publication,2
www.austriaca.at,publication,2
www.bde.es,publication,2
www.bio-protocol.org,publication,2
www.birpublications.org,publication,2
www.brepols.net,publication,2
www.caida.org,publication,2
www.carloalberto.org,publication,2
www.cebm.ox.ac.uk,publication,2
www.cedram.org,publication,2
www.ceeol.com,publication,2
www.ceremade.dauphine.fr,publication,2
www.cifor.org,publication,2
www.cl.cam.ac.uk,publication,2
www.clinicalnutritionjournal.com,publication,2
www.cmaj.ca,publication,2
www.cmghjournal.org,publication,2
www.cogentoa.com,publication,2
www.cqvip.com,publication,2
www.cs.bme.hu,publication,2
www.cs.duke.edu,publication,2
www.cs.tau.ac.il,publication,2
www.cs.upc.edu,publication,2
www.cse.unsw.edu.au,publication,2
www.csef.it,publication,2
www.csgi.unifi.it,publication,2
www.ctro.science,publication,2
www.demogr.mpg.de,publication,2
www.dropbox.com,publication,2
www.eartharxiv.org,publication,2
www.eief.it,publication,2
www.elsevier.es,publication,2
www.em-premium.com,publication,2
www.emergtoplifesci.org,publication,2
www.eprints.lancs.ac.uk,publication,2
www.equalitas.es,publication,2
www.erudit.org,publication,2
www.f1000workspace.com,publication,2
www.fas.nus.edu.sg,publication,2
www.fpl.fs.fed.us,publication,2
www.fupress.com,publication,2
www.geosci-instrum-method-data-syst-discuss.net,publication,2
www.geosci-instrum-method-data-syst.net,publication,2
www.gillesbailly.fr,publication,2
www.haujournal.org,publication,2
www.herc.ox.ac.uk,publication,2
www.hou.usra.edu,publication,2
www.iacr.org,publication,2
www.icevirtuallibrary.com,publication,2
www.idunn.no,publication,2
www.ieeeexplore.ws,publication,2
www.ifaamas.org,publication,2
www.imf.org,publication,2
www.inderscienceonline.com,publication,2
www.ipgg.sbras.ru,publication,2
www.isca-speech.org,publication,2
www.jacc.org,publication,2
www.jair.org,publication,2
www.jbiomech.com,publication,2
www.jmst.org,publication,2
www.journals.elsevier.com,publication,2
www.karlin.mff.cuni.cz,publication,2
www.kci.go.kr,publication,2
www.kellogg.northwestern.edu,publication,2
www.liafa.jussieu.fr,publication,2
www.lkn.ei.tum.de,publication,2
www.locus.ufv.br,publication,2
www.lse.ac.uk,publication,2
www.lunduniversity.lu.se,publication,2
www.magn-reson-discuss.net,publication,2
www.magonlinelibrary.com,publication,2
www.math.tau.ac.il,publication,2
www.mccombs.utexas.edu,publication,2
www.mrc-phru.ox.ac.uk,publication,2
www.nat.vu.nl,publication,2
www.nature.com.edgesuite.net,publication,2
www.nature.com.ezp-prod1.hul.harvard.edu,publication,2
www.nrcresearchpress.com,publication,2
www.nrs.fs.fed.us,publication,2
www.ocean-sci-discuss.net,publication,2
www.ohba.ox.ac.uk,publication,2
www.openagrar.de,publication,2
www.orc.soton.ac.uk,publication,2
www.performancephilosophy.org,publication,2
www.proceedings.com,publication,2
www.protein-cell.org,publication,2
www.psychologicabelgica.com,publication,2
www.radiomics.org,publication,2
www.researchprotocols.org,publication,2
www.restud.com,publication,2
www.schweizerbart.de,publication,2
www.scielo.cl,publication,2
www.scientific.net,publication,2
www.sociologicalscience.com,publication,2
www.srs.fs.fed.us,publication,2
www.swsc-journal.org,publication,2
www.tsys.tu-darmstadt.de,publication,2
www.uea.ac.uk,publication,2
www.ui.adsabs.harvard.edu,publication,2
www.umbjournal.org,publication,2
www.unige.ch,publication,2
www.unirepository.svkri.uniri.hr,publication,2
www.utrechtlawreview.org,publication,2
www.weather-clim-dynam-discuss.net,publication,2
www.weizmann.ac.il,publication,2
www.worldtransitresearch.info,publication,2
www8.gsb.columbia.edu,publication,2
wwww.nber.org,publication,2
xploreqa.ieee.org,publication,2
xxx.itp.ac.cn,publication,2
zookeys.pensoft.net,publication,2
@download,publication,1
0-alzres-biomedcentral-com.brum.beds.ac.uk,publication,1
0-arthritis--research-biomedcentral-com.brum.beds.ac.uk,publication,1
0-bmcevolbiol-biomedcentral-com.brum.beds.ac.uk,publication,1
0-bmcinfectdis-biomedcentral-com.brum.beds.ac.uk,publication,1
0-bmcmedgenomics-biomedcentral-com.brum.beds.ac.uk,publication,1
0-bmcmedicine.biomedcentral.com.brum.beds.ac.uk,publication,1
0-bmcpregnancychildbirth-biomedcentral-com.brum.beds.ac.uk,publication,1
0-bmcpregnancychildbirth.biomedcentral.com.brum.beds.ac.uk,publication,1
0-bmcpsychiatry.biomedcentral.com.brum.beds.ac.uk,publication,1
0-bmcresnotes-biomedcentral-com.brum.beds.ac.uk,publication,1
0-idpjournal-biomedcentral-com.brum.beds.ac.uk,publication,1
0-mobilednajournal-biomedcentral-com.brum.beds.ac.uk,publication,1
0-molecular--cancer-biomedcentral-com.brum.beds.ac.uk,publication,1
0-parasitesandvectors-biomedcentral-com.brum.beds.ac.uk,publication,1
0-stemcellres-biomedcentral-com.brum.beds.ac.uk,publication,1
101iq.com,publication,1
132.230.167.23,publication,1
147.197.131.104,publication,1
176-31-21-26.pool.sistemaip.net,publication,1
4nations.org,publication,1
aacnjournals.org,publication,1
aaspring.com,publication,1
academicworks.medicine.hofstra.edu,publication,1
acgt.cs.tau.ac.il,publication,1
acikerisim.sdu.edu.tr,publication,1
acpr.banque-france.fr,publication,1
acta.imeko.org,publication,1
adni.loni.usc.edu,publication,1
advancesindifferenceequations.springeropen.com,publication,1
aespa.revistas.csic.es,publication,1
africarxiv.org,publication,1
afspubs.onlinelibrary.wiley.com,publication,1
ageconsearch.umn.edu,publication,1
agile-giss.copernicus.org,publication,1
agro.icm.edu.pl,publication,1
ahajournals.org,publication,1
ahl.centre-mersenne.org,publication,1
air.uniud.it,publication,1
aisel.aisnet.org,publication,1
ajcp.oxfordjournals.org,publication,1
ajlmonline.org,publication,1
ajpcell.physiology.org,publication,1
alfresco.uclouvain.be,publication,1
amb-express.springeropen.com,publication,1
amolf.nl,publication,1
amq.aiqua.it,publication,1
amsacta.unibo.it,dataset,1
angeladai.github.io,publication,1
annals-general-psychiatry.biomedcentral.com,publication,1
anon-ftp.iza.org,publication,1
anz-covid19-portal.elsevierpure.com,publication,1
aocs.onlinelibrary.wiley.com,publication,1
apcz.umk.pl,publication,1
appmicro.springeropen.com,publication,1
aprja.net,publication,1
apt.rcpsych.org,publication,1
aquila.usm.edu,publication,1
arbor.revistas.csic.es,publication,1
archderm.jamanetwork.com,publication,1
archinte.jamanetwork.com,publication,1
archivesearch.library.nuigalway.ie,publication,1
archopht.jamanetwork.com,publication,1
are.berkeley.edu,publication,1
arrow.dit.ie,publication,1
arthritis-research.com,publication,1
ascimaging.springeropen.com,publication,1
asheducationbook.hematologylibrary.org,publication,1
asj.sagepub.com,publication,1
asme-dcrust.dcrustlibrary.com,publication,1
asq.sagepub.com,publication,1
assets.cureus.com,publication,1
assets.publishing.service.gov.uk,publication,1
assets.researchsquare.com,publication,1
astronomy.sierracollege.edu,publication,1
atheneadigital.net,publication,1
atvb.ahajournals.org,publication,1
auai.org,publication,1
austriaca.at,publication,1
authorea.com,publication,1
automatica.dei.unipd.it,publication,1
avesis.erciyes.edu.tr,publication,1
avesis.erdogan.edu.tr,publication,1
balkanmedicaljournal.org,publication,1
bazawiedzy.upwr.edu.pl,publication,1
bcep.haas.berkeley.edu,publication,1
bdpi.usp.br,publication,1
bearworks.missouristate.edu,publication,1
belmonte.salk.edu,publication,1
benthamscience.com,publication,1
bera-journals.onlinelibrary.wiley.com,publication,1
bibdigital.epn.edu.ec,publication,1
biblat.unam.mx,publication,1
biblioteca.sbrt.org.br,publication,1
bibliotecadigital.exactas.uba.ar,publication,1
bibliothecae.unibo.it,publication,1
biecoll.ub.uni-bielefeld.de,publication,1
biodatamining.biomedcentral.com,publication,1
biologicalproceduresonline.biomedcentral.com,publication,1
biomarkerres.biomedcentral.com,publication,1
biomechanical.asmedigitalcollection.asme.org,publication,1
biopen.bi.no,publication,1
bjanaesthesia.org,publication,1
bjgp.org,publication,1
bjp.rcpsych.org,publication,1
bjpo.rcpsych.org,publication,1
bjps.oxfordjournals.org,publication,1
bjssjournals.onlinelibrary.wiley.com,publication,1
blog.sciencenet.cn,publication,1
blogs.kent.ac.uk,publication,1
bloodcancerdiscov.aacrjournals.org,publication,1
bmcdevbiol.biomedcentral.com,publication,1
bmcimmunol.biomedcentral.com,publication,1
bmcmaterials.biomedcentral.com,publication,1
bmcmedresmethodol.biomedcentral.com,publication,1
bmcmolcellbiol.biomedcentral.com,publication,1
bmcpediatr.biomedcentral.com,publication,1
bmcplantbiol.biomedcentral.com,publication,1
bmcpregnancychildbirth.biomedcentral.com,publication,1
bmcpsychology.biomedcentral.com,publication,1
bmcstructbiol.biomedcentral.com,publication,1
bmczool.biomedcentral.com,publication,1
bmjophth.bmj.com,publication,1
bmsap.revuesonline.com,publication,1
bop.unibe.ch,publication,1
boundaryvalueproblems.springeropen.com,publication,1
braininformatics.springeropen.com,publication,1
bst.sagepub.com,publication,1
caa.hcommons.org,publication,1
cacr.uwaterloo.ca,publication,1
caelushealth.com,publication,1
camp.nims.re.kr,publication,1
cancerconvergence.biomedcentral.com,publication,1
carboncycle.princeton.edu,publication,1
cardiab.biomedcentral.com,publication,1
cardiology.jamanetwork.com,publication,1
carnets.revues.org,publication,1
cartographicperspectives.org,publication,1
catalog.lib.kyushu-u.ac.jp,publication,1
ccmar.ualg.pt,publication,1
