Repository name,Organisation name,URL,content_type,Short name,Coverage,ERC panels,Content type,Access to repository,Access to data upload,Certification,Date of last certification,Source (URL),Community Endorsement,Source of Community Endorsement,Community URL,Policy,Policy URL,"Metadata contains ""access rights""","Metadata contains ""License""",PID Assignment,Machine-actionable,Standardized,Linked resources,CC0 or PD or equivalent Metadata,Author(s),Description,Title,Date of publication,Venue of publication/deposit,Embargo,Funder and Funding Stream,Grant information,Record PID,Author(s) PID,Organisation PID,Grant PID,Curator,Reason for inclusion,comments
Makerere University Business School Institutional Repository,Makerere University Business School,http://mubsir.mubs.ac.ug,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4513,NA
"Institutional Repository of the Ibero-American Institute, Berlin",Ibero-Amerikanisches Institut,http://publications.iai.spk-berlin.de/content/main/index.xml?lang=en,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4514,NA
Repositorio Digital Universidad del Quindío,Universidad del Quindío,http://bdigital.uniquindio.edu.co/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4515,NA
East African Community Repository,East African Community,http://repository.eac.int/,,NA,NA,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4516,NA
Continental Institutional Repository,Universidad Continental,http://repositorio.continental.edu.pe,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4517,NA
SOAR@USA: Scholarship and Open Access Repository,University of St. Augustine for Health Sciences,https://soar.usa.edu,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4518,NA
ArODES - Haute école spécialisée de Suisse occidentale,HES-SOUniversity of Applied Sciences and Arts Western Switzerland,https://arodes.hes-so.ch/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4519,NA
Інституційний репозитарій Вінницького державного педагогічного університету імені Михайла Коцюбинського,Vinnytsia Mykhailo Kotsiubynskyi State Pedagogical University,http://library.vspu.net/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4520,NA
Expeditio,University of Bogotá Jorge Tadeo Lozano,http://expeditiorepositorio.utadeo.edu.co,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4521,NA
Mashhad University of Medical Sciences Repository,Mashhad University of Medical Sciences,http://eprints.mums.ac.ir/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4522,NA
Social Impact Open Repository,University of Barcelona,http://sior.ub.edu,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4523,NA
Repositorio Nacional,Consejo Nacional de Ciencia y Tecnologia,https://repositorionacionalcti.mx/,,NA,NA,NA,All,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4524,NA
UbuntuNet Alliance Repository,UbuntuNet Alliance,https://repository.ubuntunet.net,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4525,NA
"Repository of the Iran University of Medical Sciences, Tehran",Iran University of Medical Sciences,http://eprints.iums.ac.ir/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4526,NA
Wakayama University Academic Repository,Wakayama University,http://repository.center.wakayama-u.ac.jp/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4527,NA
Korean Polar Research Institute Repository,Korea Polar Research Institute,http://repository.kopri.re.kr/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4529,NA
Repositorio Digital Institucional Universidad de Buenos Aires,University of Buenos Aires,http://repositoriouba.sisbi.uba.ar,,NA,Institutional,NA,All,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4530,NA
Bishop Stuart University Repository,"Bishop Stuart University, Mbarara",http://ir.bsu.ac.ug,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4531,NA
"Jakov - Repository of the University of Criminal Investigation and Police Studies, Belgrade",University of Criminal Investigation and Police Studies,http://jakov.kpu.edu.rs/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,http://jakov.kpu.edu.rs/Files/policy-jakov-en.html,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4532,NA
Toyama Science Museum Repository,Toyama Science Museum,http://repo.tsm.toyama.toyama.jp/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4533,NA
Hacettepe University Thesis Archive,"Hacettepe University, Ankara",http://bbytezarsivi.hacettepe.edu.tr/jspui,,NA,Institutional,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4534,NA
Environmental Marine Information System Repository,"José Benito Vives de Andréis Marine and Coastal Research Institute, Santa Marta",http://siam.invemar.org.co/documentos,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4535,NA
Zaporizhzhya State Engineering Academy Repository,Zaporizhzhya State Engineering Academy,http://dspace.zsea.edu.ua/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4536,NA
"Repository of the Wroblewski Library, Lithuanian Academy of Sciences","Wroblewski Library of the Lithuanian Academy of Sciences, Vilnius",https://elibrary.mab.lt/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4537,NA
Alejandria - Repositorio Comunidad Politécnico Grancolombiano,"Politecnico Grancolombiano, Bogotá",http://alejandria.poligran.edu.co/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4538,NA
asKUIS: Academic and Scholarly Repository of KUIS,Kanda University of International Studies,http://kuis.repo.nii.ac.jp,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4539,NA
Academia,National Library of Latvia,https://academia.lndb.lv/,,NA,NA,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4540,NA
Digital Repository of the University of Peradeniya,University of Peradeniya,http://dlib.pdn.ac.lk/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4542,NA
Acervo Digital Institucional en Seguridad Social,Centro Interamericano de Estudios de Seguridad Social,http://biblioteca.ciess.org/adiss/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4544,NA
Repository of the International University of La Rioja,"Universidad Internacional de La Rioja, Logroño",https://reunir.unir.net,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4545,NA
Repositório Institucional da UFAM,"Universidade Federal do Amazonas, Manaus",http://riu.ufam.edu.br/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4547,NA
Knowledge Bank of the Health Systems Research Institute,Health Systems Research Institute,http://kb.hsri.or.th,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4548,NA
"Institutional Repository of UIN Ar-Raniry, Banda Aceh","Ar-Raniry State Islamic University, Banda Aceh",https://repository.ar-raniry.ac.id/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4549,NA
IIT Gandhinagar Digital Repository,Indian Institute of Technology Gandhinagar,https://repository.iitgn.ac.in,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4550,NA
The Academic Repository of Okazaki Women’s University and Okazaki Women’s Junior College,Okazaki Women's University,https://okazaki.repo.nii.ac.jp/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4551,NA
Repository of the National Coffee Research Centre,"Centro nacional de investigaciones de Café, Manizales",http://biblioteca.cenicafe.org/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4552,NA
Digital Commons @ New Haven,University of New Haven,http://digitalcommons.newhaven.edu,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4553,NA
L'archive ouverte de L'Ined,French Institute for Demographic Studies,https://archined.ined.fr,,NA,Institutional,SH03,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4554,NA
Repositorio UPOLI,Universidad Politecnica de Nicaragua,http://repositorio.upoli.edu.ni/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4555,NA
UKLO repository,"St. Kliment Ohridski University, Bitola",http://eprints.uklo.edu.mk/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4556,NA
Mimasaka University & Mimasaka Junior College Repository,Mimasaka University,https://mimasaka.repo.nii.ac.jp/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4557,NA
Electronic Institutional Repository of the Tavria State Agrotechnological University,Tavria State Agrotechnological University,http://elar.tsatu.edu.ua/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4558,NA
Recursos Educativos Abiertos - Universidad Austral de Chile,Universidad Austral de Chile,http://rea.uach.cl/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4559,NA
IRTA Pubpro,Institut de Recerca i Tecnologia Agroalimentaries,http://repositori.irta.cat/,,NA,Institutional,LS08,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4560,NA
Ardahan University Institutional Repository,Ardahan University,http://openaccess.ardahan.edu.tr,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4561,NA
Erzincan Binali Yıldırım University Institutional Repository,Erzincan Binali Yıldırım University,http://earsiv.erzincan.edu.tr,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4562,NA
Bond University Research Portal,Bond University,https://research.bond.edu.au/,,NA,Institutional,NA,All,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4563,NA
PlantaRum - Repository of the Institute for Plant Protection and Environment,Institute for Plant Protection and Environment,http://plantarum.izbis.bg.ac.rs,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,http://plantarum.izbis.bg.ac.rs/Files/policy-plantarum-en.html,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4567,NA
CBS Research Portal,Copenhagen Business School,https://research.cbs.dk/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4568,NA
Bozen - Bolzano Institutional Archive,Free University of Bozen-Bolzano,https://bia.unibz.it,,NA,Institutional,NA,All,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4569,NA
"Phaidra - Repository of the University of Veterinary Medicine, Vienna",Vetmeduni Vienna,https://phaidra.vetmeduni.ac.at,,NA,Institutional,NA,All,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4570,NA
Munzur University Institutional Repository,Munzur University,http://acikerisim.munzur.edu.tr,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4572,NA
Central Research and Creativity Online,Royal Central School of Speech and Drama,http://crco.cssd.ac.uk,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,http://crco.cssd.ac.uk/policies.html,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4573,NA
RediUMH,Universidad Miguel Hernandez,http://dspace.umh.es/handle/11000/6,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4575,NA
ROBIS,Helmholtz-Zentrum Dresden-Rossendorf,https://www.hzdr.de/robis,,NA,Institutional,LS03|LS05|LS07|LS09|PE02|PE03|PE04|PE05|PE06|PE08|PE09|PE10,All,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4577,NA
Dataverse UNIMI,Universita degli Studi di Milano,https://dataverse.unimi.it/,,NA,Institutional,NA,Data,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,https://www.unimi.it/it/ateneo/normative/policy/policy-sulla-gestione-dei-dati-della-ricerca-rdm,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4578,NA
"Repository of the Institute of Public Finance, Zagreb","Institute of Public Finance, Zagreb",https://repozitorij.ijf.hr/en,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4579,NA
HAL Sorbonne Université,Sorbonne Université,https://hal.sorbonne-universite.fr/,,NA,Institutional,NA,All,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4596,NA
HAL Anses,"Agence nationale de sécurité sanitaire de l’alimentation, de l’environnement et du travail",https://hal-anses.archives-ouvertes.fr/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4597,NA
Dépôt institutionnel de l’université de Mons,University of Mons,http://di.umons.ac.be/,,NA,Institutional,NA,All,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4598,NA
Repozytorium Politechniki Krakowskiej,Cracow University of Technology,https://repozytorium.biblos.pk.edu.pl/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4599,NA
Repositorio Universitario - UAM,Universidad Americana,http://biblioteca.uam.edu.ni/xmlui/,,NA,Institutional,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4600,NA
Future Repository,Future University in Egypt,http://repository.fue.edu.eg,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4601,NA
Repository Universitas Negeri Jakarta,Universitas Negeri Jakarta,http://repository.unj.ac.id/,,NA,Institutional,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4603,NA
Repositório da produção científica e intelectual do SENAI CIMATEC,Senai Bahia,http://repositoriosenaiba.fieb.org.br/,,NA,Institutional,NA,Literature,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,robot,Repo is listed in OpenDOAR: https://v2.sherpa.ac.uk/id/repository/4604,NA
